,codigo_ocorrencia,ocorrencia_classificacao,ocorrencia_tipo,ocorrencia_tipo_categoria,ocorrencia_cidade,coordenadas_cidade,longitude_cidade,latitude_cidade,altitude_cidade,ocorrencia_uf,ocorrencia_estado,regiao,ocorrencia_dia,total_aeronaves_envolvidas,ocorrencia_saida_pista,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total,ocorrencia_fatalidade
4987,51053,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2014-02-06,1,NÃO,PTGTB,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1979.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4988,52836,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2014-12-18,1,NÃO,PTUAD,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1985.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,RETA FINAL,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4989,52839,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2014-12-23,1,NÃO,PTUCN,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1987.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4990,65810,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2016-10-11,1,NÃO,PTAQS,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2014.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4991,66522,ACIDENTE,PANE SECA,COMBUSTÍVEL | PANE SECA,ALEGRETE,"-55.7958701453331,-29.78204320831051,94.73120299999999",-55.7958701453331,-29.78204320831051,94.73120299999999,RS,Rio Grande do Sul,Localizado na Região Sul,2017-03-13,1,NÃO,PTAXY,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,48.0,ANO FAB DESCONHECIDO,BRASIL,AVIÃO,AGRÍCOLA,GAUDÊNCIO MACHADO RAMOS,GAUDÊNCIO MACHADO RAMOS,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4992,43908,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,PEJUÇARA,"-53.6565423317738,-28.421586063368,461.909944",-53.6565423317738,-28.421586063368,461.909944,RS,Rio Grande do Sul,Localizado na Região Sul,2011-02-15,1,NÃO,PRAAK,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1977.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,NÃO
4993,44652,INCIDENTE GRAVE,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2011-06-19,1,SIM,PTRHR,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,INSTRUÇÃO,LEVE,0,NÃO
4994,45212,INCIDENTE GRAVE,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2011-10-22,1,NÃO,PTEMR,OPERADOR DESCONHECIDO,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1977.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,PRIVADA,SUBSTANCIAL,0,NÃO
4995,49534,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2013-06-23,2,NÃO,PRBTH,INSTRUÇÃO,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,2.0,2012.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0,NÃO
4996,49534,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2013-06-23,2,NÃO,PTBMZ,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,180D,C180,PISTÃO,MONOMOTOR,4.0,1961.0,BRASIL,AVIÃO,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,PRIVADA,NENHUM,0,NÃO
4997,53325,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2015-06-13,1,NÃO,PPGKX,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-18,PA18,PISTÃO,MONOMOTOR,2.0,1951.0,BRASIL,AVIÃO,INSTRUÇÃO,NOVO HAMBURGO,NOVO HAMBURGO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
4998,66449,ACIDENTE,COM COMANDOS DE VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2017-02-22,1,NÃO,PTZSW,EXPERIMENTAL,AVIÃO,FABRICANTE DESCONHECIDO,SU-26 AVIA,ZZZZ,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,AVIÃO,EXPERIMENTAL,NOVO HAMBURGO,NOVO HAMBURGO,CIRCUITO DE TRÁFEGO,EXPERIMENTAL,SUBSTANCIAL,0,NÃO
4999,77505,ACIDENTE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,NOVO HAMBURGO,"-51.12860527763189,-29.6863260243649,34.990645",-51.12860527763189,-29.6863260243649,34.990645,RS,Rio Grande do Sul,Localizado na Região Sul,2017-09-20,1,SIM,PTRHM,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711T,P28T,PISTÃO,MONOMOTOR,4.0,1980.0,BRASIL,AVIÃO,PARTICULAR,NOVO HAMBURGO,NOVO HAMBURGO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,NÃO
5000,44777,INCIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SANTA CRUZ DO SUL,"-52.4299285873704,-29.7197684329337,61.002516",-52.4299285873704,-29.7197684329337,61.002516,RS,Rio Grande do Sul,Localizado na Região Sul,2011-07-10,1,NÃO,PPHPD,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,2.0,1963.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,INSTRUÇÃO,LEVE,0,NÃO
5001,51798,INCIDENTE,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SANTA CRUZ DO SUL,"-52.4299285873704,-29.7197684329337,61.002516",-52.4299285873704,-29.7197684329337,61.002516,RS,Rio Grande do Sul,Localizado na Região Sul,2011-08-25,1,NÃO,PTRQK,ADMINISTRAÇÃO DIRETA,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1982.0,BRASIL,AVIÃO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,NENHUM,0,NÃO
5002,52345,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,SANTA CRUZ DO SUL,"-52.4299285873704,-29.7197684329337,61.002516",-52.4299285873704,-29.7197684329337,61.002516,RS,Rio Grande do Sul,Localizado na Região Sul,2014-09-17,2,NÃO,PPGOI,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,AVIÃO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,0,NÃO
5003,52345,INCIDENTE,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,SANTA CRUZ DO SUL,"-52.4299285873704,-29.7197684329337,61.002516",-52.4299285873704,-29.7197684329337,61.002516,RS,Rio Grande do Sul,Localizado na Região Sul,2014-09-17,2,NÃO,PTJJB,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,402B,C402,PISTÃO,BIMOTOR,8.0,1973.0,BRASIL,AVIÃO,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,NENHUM,0,NÃO
5004,45188,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MONTENEGRO,"-51.4612993756819,-29.6881186090514,25.588711",-51.4612993756819,-29.6881186090514,25.588711,RS,Rio Grande do Sul,Localizado na Região Sul,2011-10-21,1,SIM,PPGAX,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1992.0,BRASIL,AVIÃO,INSTRUÇÃO,MONTENEGRO,MONTENEGRO,POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
5005,51671,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,MONTENEGRO,"-51.4612993756819,-29.6881186090514,25.588711",-51.4612993756819,-29.6881186090514,25.588711,RS,Rio Grande do Sul,Localizado na Região Sul,2014-07-10,1,SIM,PPFAZ,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1987.0,BRASIL,AVIÃO,INSTRUÇÃO,MONTENEGRO,MONTENEGRO,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
5006,53380,ACIDENTE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,MONTENEGRO,"-51.4612993756819,-29.6881186090514,25.588711",-51.4612993756819,-29.6881186090514,25.588711,RS,Rio Grande do Sul,Localizado na Região Sul,2015-06-27,1,NÃO,PUMLD,EXPERIMENTAL,ULTRALEVE,FABRICANTE DESCONHECIDO,CORSARIOMK III,ULAC,PISTÃO,MONOMOTOR,2.0,1997.0,BRASIL,ULTRALEVE,EXPERIMENTAL,MONTENEGRO,MONTENEGRO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0,NÃO
5007,77763,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,MONTENEGRO,"-51.4612993756819,-29.6881186090514,25.588711",-51.4612993756819,-29.6881186090514,25.588711,RS,Rio Grande do Sul,Localizado na Região Sul,2018-01-31,1,NÃO,PTOLY,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1981.0,BRASIL,AVIÃO,INSTRUÇÃO,SANTA CRUZ DO SUL,SANTA CRUZ DO SUL,CRUZEIRO,INSTRUÇÃO,NENHUM,0,NÃO
5008,78312,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,MONTENEGRO,"-51.4612993756819,-29.6881186090514,25.588711",-51.4612993756819,-29.6881186090514,25.588711,RS,Rio Grande do Sul,Localizado na Região Sul,2018-11-16,1,NÃO,PRMGO,INSTRUÇÃO,VEICULO DESCONHECIDO,FABRICANTE DESCONHECIDO,MODELO DESCONHECIDO,ICAO DESCONHECIDO,TIPO MOTOR DESCONHECIDO,QTD MOTOR DESCONHECIDO,1.0,ANO FAB DESCONHECIDO,BRASIL,REGISTRO CATEG DESCONHECIDO,INSTRUÇÃO,MONTENEGRO,MONTENEGRO,SUBIDA,PRIVADA,LEVE,0,NÃO
5009,45251,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2011-12-10,1,SIM,PTGUV,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1980.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1,SIM
5010,45586,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2012-02-15,1,NÃO,PTUIL,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,1994.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5011,52946,ACIDENTE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2014-12-30,1,NÃO,PTUTX,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2006.0,BRASIL,AVIÃO,PARTICULAR,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,VOO A BAIXA ALTURA,AGRÍCOLA,SUBSTANCIAL,1,SIM
5012,77608,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2018-01-03,1,NÃO,PTUDW,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1988.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,NENHUM,0,NÃO
5013,77675,ACIDENTE,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2018-02-08,1,NÃO,PTWUL,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1974.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5014,77684,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2018-01-26,1,SIM,PTWUX,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1973.0,BRASIL,AVIÃO,AGRÍCOLA,ARROIO GRANDE,PISTA DE POUSO EVENTUAL,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5015,78426,ACIDENTE,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2019-01-08,1,SIM,PTOXK,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1977.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5016,79036,ACIDENTE,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2019-12-23,1,NÃO,PTGYR,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1982.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5017,79036,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ARROIO GRANDE,"-53.0822483482181,-32.2363441248154,29.418487",-53.0822483482181,-32.2363441248154,29.418487,RS,Rio Grande do Sul,Localizado na Região Sul,2019-12-23,1,NÃO,PTGYR,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1982.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5018,45272,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ERECHIM,"-52.2758768978871,-27.6334058100252,797.448044",-52.2758768978871,-27.6334058100252,797.448044,RS,Rio Grande do Sul,Localizado na Região Sul,2011-12-21,1,SIM,PPFLK,OPERADOR DESCONHECIDO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1990.0,BRASIL,AVIÃO,INSTRUÇÃO,ERECHIM,ERECHIM,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
5019,49157,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ERECHIM,"-52.2758768978871,-27.6334058100252,797.448044",-52.2758768978871,-27.6334058100252,797.448044,RS,Rio Grande do Sul,Localizado na Região Sul,2013-06-28,1,NÃO,PPGUR,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,2.0,1960.0,BRASIL,AVIÃO,INSTRUÇÃO,ERECHIM,ERECHIM,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0,NÃO
5020,66094,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ERECHIM,"-52.2758768978871,-27.6334058100252,797.448044",-52.2758768978871,-27.6334058100252,797.448044,RS,Rio Grande do Sul,Localizado na Região Sul,2016-12-10,1,NÃO,PTUAZ,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1985.0,BRASIL,AVIÃO,AGRÍCOLA,ERECHIM,ERECHIM,ESPECIALIZADA,AGRÍCOLA,LEVE,0,NÃO
5021,77249,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,ERECHIM,"-52.2758768978871,-27.6334058100252,797.448044",-52.2758768978871,-27.6334058100252,797.448044,RS,Rio Grande do Sul,Localizado na Região Sul,2017-12-09,1,SIM,PPFGR,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,AVIÃO,INSTRUÇÃO,ERECHIM,ERECHIM,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0,NÃO
5022,45407,ACIDENTE,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,SÃO SEPÉ,"-53.5696441253718,-30.1674113888932,119.521095",-53.5696441253718,-30.1674113888932,119.521095,RS,Rio Grande do Sul,Localizado na Região Sul,2012-01-06,1,NÃO,PTUCL,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1986.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5023,46280,INCIDENTE GRAVE,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,SÃO SEPÉ,"-53.5696441253718,-30.1674113888932,119.521095",-53.5696441253718,-30.1674113888932,119.521095,RS,Rio Grande do Sul,Localizado na Região Sul,2012-08-08,1,NÃO,PTDZA,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188A,C188,PISTÃO,MONOMOTOR,1.0,1971.0,BRASIL,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5024,66335,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,SÃO SEPÉ,"-53.5696441253718,-30.1674113888932,119.521095",-53.5696441253718,-30.1674113888932,119.521095,RS,Rio Grande do Sul,Localizado na Região Sul,2017-02-04,1,SIM,PRSEP,OPERADOR DESCONHECIDO,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1974.0,BRASIL,AVIÃO,AGRÍCOLA,SÃO SEPÉ,FORA DE AERODROMO,POUSO,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5025,45600,INCIDENTE GRAVE,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,ESPUMOSO,"-52.841926970944,-28.7314451417484,402.400397",-52.841926970944,-28.7314451417484,402.400397,RS,Rio Grande do Sul,Localizado na Região Sul,2012-03-13,1,NÃO,PTGGG,ESPECIALIZADA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,AVIÃO,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,AGRÍCOLA,SUBSTANCIAL,0,NÃO
5026,65893,ACIDENTE,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,ESPUMOSO,"-52.841926970944,-28.7314451417484,402.400397",-52.841926970944,-28.7314451417484,402.400397,RS,Rio Grande do Sul,Localizado na Região Sul,2016-10-25,1,NÃO,PTNQS,OPERADOR DESCONHECIDO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,4.0,1977.0,BRASIL,AVIÃO,PARTICULAR,ESPUMOSO,AEROCLUBE DE PASSO FUNDO,SUBIDA,PRIVADA,SUBSTANCIAL,2,SIM
5027,46056,INCIDENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,GUAÍBA,"-51.3146836637248,-30.1086019215542,19.09692",-51.3146836637248,-30.1086019215542,19.09692,RS,Rio Grande do Sul,Localizado na Região Sul,2012-04-15,1,NÃO,PPEHY,ADMINISTRAÇÃO DIRETA,HELICÓPTERO,HELIBRAS,HB-350B,AS50,TURBOEIXO,MONOMOTOR,6.0,1982.0,BRASIL,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,POLICIAL,NENHUM,0,NÃO
